id,left_id,left_nama,left_alamat,right_id,right_nama,right_alamat,jaccard,label
321,1359,burger king basuki rahmat surabaya,pert darmo park 1 bl 4 b 3 60256 embong kaliasin genteng 60271,1605,fusia restaurant rajanya nasi timbel,dr soetomo 134 darmo wonokromo 60241,0.027777778,0
322,1066,rosme,ondomohen magersari 5 10 ketabang genteng,1494,arumanis restaurant,bumi city resort jend basuki rakhmat 106 128 embong kaliasin genteng city 60271,0.029411765,0
323,178,cv belida,semalang indah 8 11 klampis ngasem sukolilo 60117,1579,kampung melayu surabaya,raya kupang indah 17 dukuh kupang dukuhpakis 60225,0.035714286,0
324,1358,bakso boedjangan manyar surabaya,raya manyar 85 menur pumpungan sukolilo 60118,2358,kopi gober,raya panjang jiwo permai 1 panjang jiwo tenggilis mejoyo 60299,0.035714286,0
325,108,papa bule dan itoya,ketampon ruko permata bintoro 55 58 dr soetomo tegalsari nan,3233,pecel pincuk azahra kuliner,semolowaru 55 semolowaru sukolilo 60119,0.038461538,0
326,620,jemblem pak dayat,sidotopo ewtan baru 49 rt rw sidotopo wetan kenjeran,1669,tetsujin gyukatsu wagyu bowl,apartement taman beverly ruko mayjen hr muhammad 49 55 sonokwijenan sukomanunggal city 60226,0.025,0
327,1092,sambal resep kuno,gunungsari 2 214 a sawunggaling wonokromo,2715,warung makan penyetan,putat gede bar 2 4 putat gede sukomanunggal 60226,0.041666667,0
328,1355,a w plaza surabaya,plaza lantai 2 pemuda 33 37 embong kaliasin genteng 60271,2193,titik kumpul surabaya warkop and cafe,dukuh kupang utara 1 1 putat jaya sawahan 60225,0.055555556,0
329,613,peyekku,tambak wedi lama gg masjid 2 rt4 rw2 tambak wedi kenjeran,2186,teras ujung,jakarta barat 2 perak utara pabean cantikan 60165,0.03125,0
330,363,dapur mumtaz,petukangan rt rw ampel semampir,3182,nelongso unesa,pulo wonokromo 299 rt 001 rw 01 wonokromo wonokromo 60243,0.090909091,0
331,879,ibun bikin apa,central park a yani ketintang gayungan,2538,warung bu hasanah,kebalen tim 84 a krembangan utara pabean cantikan 60163,0.035714286,0
332,1184,smart coco coconut water,raya perak barat 105 desa perak barat krembangan 60177,2289,saddle motorbike cafe eatery,sebelah rs wiyung sejahtera raya menganti wiyung 484 wiyung wiyung 60227,0.035714286,0
333,771,dapur mbak dwi,ngaglik baru 2 21 rt 02 rw 08 kapasari genteng,1429,warung kongde mbak may,ppxp fhx bubutan 2 alun alun contong bubutan 60174,0.114583333,0
334,583,inara bites,kapas gading madya 3a 45 rt rw dukuh setro tambaksari,2768,warung bu yah teratai,pqv3 xx4 teratai tambaksari tambaksari 60131,0.035714286,0
335,732,box kopi,ngagel jaya utara 20 pucang sewu gubeng,2590,warung makan barokah,kendangsari gg 7 20 kendangsari tenggilis mejoyo 60292,0.038461538,0
336,1282,triple s,ketintang barat indah 12 b ketintang gayungan 60235,2971,starbucks,graha pena fontage road ahmad yani 88 ketintang gayungan 60234,0.066666667,0
337,622,jempoly,gading karya 3 2 gading tambaksari 60134,1881,devan catering wedding service,bratang gede 3 18a ngagelrejo wonokromo 60245,0.041666667,0
338,865,ferial koffie,wonosari lor baru 8 2 wonokusumo semampir wonokusumo semampir,1791,nasi kebuli asha_catering,nyamplungan 6 90 ampel semampir 60151,0.041666667,0
339,744,cincinati kitchen,ketandan lama 2 27 rt 01 rw 04 genteng genteng,2997,q bubble tea,royal plaza lantai 3 mo 2 09 achmad yani wonokromo wonokromo 60231,0.026315789,0
340,682,khairendra,tembok dukuh 10 36 b rt rw 012 001 tembok dukuh bubutan,2275,kedaiwolu_8 sby,simomulyo 1 41 b simomulyo sukomanunggal 60281,0.033333333,0
341,382,deliciopasta,manyar indah 12 ac 1 menur pumpungan sukolilo 60118,1571,holycow steakhouse by chef afit,town square ground hayam wuruk baru 1 6 sawunggaling wonokromo 60242,0.026315789,0
342,1405,mixue ice cream tea tenggilis,raya tenggilis mejoyo 4 kali rungkut rungkut 60293,2626,nasi kuning dobo coto makassar,nginden intan raya 1d nginden jangkungan sukolilo 60118,0.038461538,0
343,1006,mauziq drink,sukolilo keputih 3 e timur sawah 28 kontrakan 3 keputih sukolilo,2797,warung la,pr52 fm3 keputih tegal keputih sukolilo 60111,0.083333333,0
344,351,dapur garasi dewa,simo rukun 2a 6 rt rw simomulyo sukomanunggal,2430,warung bu siswo,pucang jajar tengah 65 rt 003 rw 01 kertajaya gubeng 60282,0.058823529,0
345,173,bakpia ulir,wonocolo gg benteng 1 31 jemur wonosari wonocolo 60237,2836,zona alam resto cafe,raya sambikerep kuwukan gg langgar lontar sambikerep 60185,0.035714286,0
346,1357,bakso boedjangan dharma husada surabaya,raya dharma husada indah 4 a 8 mojo gubeng 60115,2421,waroeng emak,pqp2 cmx stasiun gubeng ketabang genteng 60272,0.03125,0
347,1116,sedaap,gedung ekonomi embong malang 61 65 tegalsari,2019,chocolato cafe,tunjungan plaza jendral basuki rahmat 8 12 kedungdoro tegalsari 60261,0.03125,0
348,76,jeruk pecel tulen,sidonipah gg 2 3 5 simolawang simokerto 60144,1720,ramayana restaurant,darmo park 2 mayjen sungkono dukuh pakis dukuhpakis 60224,0.03125,0
349,483,alula bread,perum amira graha a 21 rt rw wonokusumo semampir,1779,althinz catering service,kedung klinter 7 24 rt 006 rw 03 kedungdoro tegalsari 60261,0.055555556,0
350,371,dapur shafira,kebon agung 06 karah rt rw karah jambangan,2059,zaman dulu cafe,perak bar 71 rt 002 rw 12 perak bar krembangan 60177,0.071428571,0
351,189,barokah bakery,pucang arjo 3 4 kertajaya gubeng,2785,warung pecel mbak lin,karang menur timur 27 airlangga gubeng 60286,0.041666667,0
352,328,dapoer ashedap,taman rivera regency k 5 medokan ayu rungkut,2387,warung nasi bu indah,sukomanunggal dupak gg 5 35 jepara bubutan 60199,0.033333333,0
353,479,gedhang don cuan,karang gayam wetan 1 b 4 rt rw mojo gubeng,2204,nay kopi,kalibokor selatan 14 pucang sewu gubeng 60283,0.03125,0
354,752,dapoer rasya,bentul 8 50b rt rw jagir wonokromo,2424,warung jagoan,kidal 1 rt 004 rw 09 pacar keling tambaksari 60131,0.066666667,0
355,608,janenak,klampis ngasem 95 rt rw klampis ngasem sukolilo,3105,a w restoran semolowaru,nginden semolo 98 rt 004 rw 02 nginden jangkungan sukolilo 60118,0.115384615,0
356,71,dimsum mbledos,kalijudan mulia 25 rt 005 rw 006 kalijudan mulyorejo 60114,2403,bebek serasa pusat,raya dukuh kupang 53 rt 004 rw 08 pakis sawahan 60256,0.055555556,0
357,465,sukses mandiri grup,sukodami 3 5 manyar sabrangan mulyorejo 60116,1861,althinz catering,kup panjaan 3 83 dr soetomo tegalsari 60261,0.035714286,0
358,216,bima pecel,bulak cupat timur 5 7 rt01 rw02 bulak bulak 60124,2429,warung makan,gundih 5 1 gundih bubutan 60172,0.041666667,0
359,1063,rizky kitchen,bratang gede 4 9 rt rw ngagel rejo wonokromo,2173,thirty three brew,opak 45 darmo wonokromo 60241,0.038461538,0
360,12,dapur bu tin surabaya,genteng sidomukti 46 genteng genteng,2822,ayam bakar wong solo,walikota mustajab 3 ketabang genteng 60272,0.0625,0
361,643,stik kentang panda whiz,scorpio 3 rt rw ploso tambaksari,1977,haucek catering bu murtiani,ketintang barat 3 206 karah jambangan 60232,0.041666667,0
362,746,kraz kruz,simpang darmo permai selatan 1 21 60226,2790,warung 12,manyar mukti 1 11 manyar sabrangan mulyorejo 60116,0.038461538,0
363,474,frolic banana,darmo permai selatan 5 42a pradah kali kendal dukuh pakis,1736,idaman chinese and indonesian restaurant,manyar kertoarjo 5 65 rt 007 rw 11 mojo gubeng 60285,0.025,0
364,1421,mixue ice cream tea pakuwon mall,pakuwon trade centre lantai 1 fc 032a mayjend jonosewojo babatan wiyung 60216,1915,ar rahmah catering aqiqah,tlk buli 1 8 perak utara pabean cantikan 60165,0.025,0
365,170,bakeon,graha family 1 37 60226,2641,depot mak ay,kupang jaya 1 sonokwijenan sukomanunggal city 60189,0.045454545,0
366,1322,yeye popcorn,dharmahusada utara 2 21 mojo gubeng 60285,2152,kopi toger,layar 32 krembangan utara pabean cantikan 60163,0.038461538,0
367,421,erwin frozen,lebak jaya utara va rawasan 49a 60134,2546,warung cak no lamongan,teluk aru tengah 37 perak utara pabean cantikan 60165,0.033333333,0
368,930,nastar wafer cimut reyca,jeruk gg buntu 37 rt 05 rw 02 jeruk lakarsantri 60212,1545,hociak restoran surabaya,villa taman telaga tj1 43 lidah kulon lakarsantri city 60213,0.026315789,0
369,565,keripik tahu nadawan,wonocolo 3 1 rt rw jemur wonosari wonocolo,2587,warung kopi barokah,bratang binangun 1 24 rt 002 rw 08 baratajaya gubeng 60284,0.1,0
370,1252,starbucks coffee gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,2066,cafe coklat,gubeng pojok 3 ketabang genteng 60272,0.038461538,0
371,1295,unique cookies,manyar sambongan 115 kertajaya gubeng 60282,1488,lombok idjo surabaya,raya menur 42 airlangga gubeng 60286,0.045454545,0
372,549,hos surabaya,manyar sabrangan gg 1 a 60116,3258,teman ngupi store,gg modin 10d jemur wonosari wonocolo 60237,0.041666667,0
373,911,kayyisa maqshof,sukolilo lor 1 sukolilo baru bulak,3316,mixue ice cream tea semolowaru,nginden semolo 20 nginden jangkungan sukolilo 60118,0.05,0
374,184,azzalya frozen food,kedung tarukan baru 1 14 a mojo gubeng,2018,zorwid shop cafe,darmo indah barat 2 aa 1 tol gempol karangpoh barat 60186,0.029411765,0
375,1100,sambel pecel mbok rah,gadel sari madya 1 b 5 karang poh tandes,2641,depot mak ay,kupang jaya 1 sonokwijenan sukomanunggal city 60189,0.033333333,0
376,583,inara bites,kapas gading madya 3a 45 rt rw dukuh setro tambaksari,2539,warung pakem,pacar kembang 149 pacar kembang tambaksari 60132,0.035714286,0
377,819,mamarey,keputih makam city home e3 18 keputih sukolilo,2004,otewekopi,taman apsari st 25 embong kaliasin genteng city 60271,0.033333333,0
378,260,burger up,dharmahusada indah timur rr 22 mulyorejo 60115,2272,unity cafe sub,gn sari indah bb 63 kedurus karangpilang city 60223,0.033333333,0
379,328,dapoer ashedap,taman rivera regency k 5 medokan ayu rungkut,2188,karmenseve coffee shop,karang menjangan 5 8 mojo gubeng 60285,0.035714286,0
380,651,karya baru,sino gunung baru jaya e 14 putat jaya sawahan,1955,nina catering,kupang krajan 8 banyu urip 18 a kupang krajan sawahan 60253,0.03125,0
381,782,delifru arnav bubuqu mili,perum citra sentosa e 36 lakarsantri 60211,3324,mixue gwalk,ruko taman gapura komp d 16 lakarsantri niaga gapura lontar sambikerep 60217,0.029411765,0
382,1291,ultimo,suko semolo 138 140 j 1 01 02 semolowaru sukolilo 60119,1937,rumah katering,telaga internasional lidah kulon 1 17 lidah kulon lakarsantri 60213,0.027777778,0
383,658,kebab aden,karangrejo 15 12 rt rw wonokromo wonokromo,1589,rawon pak pangat,lotus regency ketintang baru sel 1 15 ketintang gayungan 60235,0.035714286,0
384,1254,outlet es teler 77 bg juntion surabaya,bg junction lt gf a 30 32 blauran raya pintu selatan bubutan 60275,2072,the gade coffee gold surabaya,dinoyo 81 keputran tegalsari pusat 60265,0.045454545,0
385,752,dapoer rasya,bentul 8 50b rt rw jagir wonokromo,2995,meichan thaitea mojopahit 32,mojopahit 32 rt 001 rw 07 keputran tegalsari 60265,0.071428571,0
386,1217,syauqi dessert,balongsari praja 1 23 rt rw balongsari tandes,1699,madame chang,raya darmo permai 1 15 pradahkalikendal dukuhpakis 60226,0.035714286,0
387,430,egg roll nur,dukuh karangan 4 1 rt 02 rw 03 babatan wiyung 60227,2227,kampoeng coffee,ronggolawe 4 a rt 002 rw 20 dr soetomo tegalsari 60264,0.078947368,0
388,337,dapur 99,gubeng kertajaya 15 buntu 24 airlangga gubeng 60286,1426,sentra wisata kuliner bratang binangun,raya manyar 80a baratajaya gubeng 60284,0.041666667,0
389,580,mbois,peneleh 11 45 rt rw peneleh genteng,1495,sansekerta the authentic taste of indonesia,walikota mustajab 67 ketabang genteng 60272,0.045454545,0
390,303,ci bliwul,kalimas baru 2 rt 3 rw 9 31 perak utara pabean cantian,2668,warung nasi kopi,60226 simpang darmo permai utara 7 tubanan tandes 60188,0.025,0
391,529,jajanan crispy bu mah,babatan langgar 35 a blk rt rw dukuh sutorejo mulyorejo,2983,starbucks gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,0.0625,0
392,1023,pohong keju mas pangestu,kapas madya barat 7 4 rt rw kapasmadya baru tambaksari,1585,ru ie,dukuh kupang barat 1 d2 2 dukuh pakis dukuhpakis 60225,0.027777778,0
393,1364,wingstop surabaya town square,town square hayam wuruk 6 sawunggaling wonokromo 60242,2023,the localist coffee and bistro surabaya,arief rahman hakim 40 klampis ngasem sukolilo 60117,0.055555556,0
394,970,kunyit asem imoon,mulyosari utara 9 26 rt rw kalisari mulyorejo,2533,warung makan bu mahmuda,layar 04 rt 005 rw 03 krembangan utara pabean cantikan 60163,0.09375,0
395,1199,suki,kedondong lor 1 9c embong kaliasin genteng,1430,lontong balap asli pak gendut pusat,embong malang 38 genteng genteng 60275,0.1,0
396,990,paleko cake n cookies,manukan lor 4 e 32 banjar sugihan tandes,1918,r n catering,lakarsantri gg 1 a 35 lakarsantri lakarsantri 60211,0.083333333,0
397,1226,taj mahal,nyamplungan n0 49,1791,nasi kebuli asha_catering,nyamplungan 6 90 ampel semampir 60151,0.0625,0
398,980,orlando pizza surabaya,bulak rukem timur 2f 31 bulak bulak 60124,1532,rara now basecamp surabaya selatan,golf 1 33 gn sari dukuhpakis 60224,0.071428571,0
399,178,cv belida,semalang indah 8 11 klampis ngasem sukolilo 60117,2443,warung ipang,jenderal basuki rachmat 8 12 kedungdoro tegalsari 60261,0.033333333,0
400,752,dapoer rasya,bentul 8 50b rt rw jagir wonokromo,2907,warung picnic,setail 2 b darmo wonokromo 60241,0.041666667,0
401,1027,minuman gadis jawa,gubeng kertajaya 6c 52 kertajaya gubeng,2582,warung rujak cingur bu sabrina surabaya,010 ngagel jaya tengah 131 a rw 02 baratajaya gubeng 60284,0.035714286,0
402,1088,sambal pecel goodoong jati,brawijaya kidul buntu 3b rt rw sawunggaling wonokromo,2219,tator the cafe sutos,town square lantai plaza adityawarman 55 sawunggaling wonokromo 60242,0.066666667,0
403,702,sedaap,gedung ekonomi embong malang 61 65 kedungdoro tegalsari 60261,2976,starbucks tp 3,pppq mpv kedungdoro tegalsari city 60261,0.125,0
404,369,dapur rutia,simo pomahan 5 s 20 simomulyo baru sukomanunggal,1655,3m makassar,darmo permai timur 2 40 sonokwijenan sukomanunggal 60189,0.033333333,0
405,138,aridi,bringin selatan 2 3 bringin sambikerep 60218,2923,gokana ramen teppan pakuwon mall,level b1 pakuwon mall mayjend jonosewojo 2 babatan wiyung city 60227,0.03125,0
406,374,dapur vie surabaya,candi lontar kulon 1 15 44d,2075,teh cap poci pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya gundih bubutan 60172,0.0625,0
407,984,otila,ketintang permai ac 1 karah jambangan,2015,cafe coffee,simorejo 1 bar 22 simomulyo sukomanunggal 60181,0.041666667,0
408,1381,mixue ice cream tea plaza surabaya,lt 4 plaza pemuda embong kaliasin genteng 60271,2820,warung makan enak 19,pucang anom timur 4 19 kertajaya gubeng 60282,0.033333333,0
409,879,ibun bikin apa,central park a yani ketintang gayungan,2635,warung barokah,ketintang baru sel 1 3 ketintang 60235,0.045454545,0
410,1152,s jr,simo rukun 8 18 rt rw simomulyo sukomanunggal,1542,nasi bakar dapur mamiku,simpang darmo permai selatan 17 rt 005 rw 8 pradahkalikendal dukuhpakis 60226,0.088235294,0
411,1412,mixue ice cream tea darmo indah,darmo indah timur eu 7 tandes 60187,3136,pizza hut restoran,raya kupang indah 47 49 sonokwijenan sukomanunggal 60225,0.035714286,0
412,1027,minuman gadis jawa,gubeng kertajaya 6c 52 kertajaya gubeng,1717,toby s kusuma bangsa,gubeng kusuma bangsa 22 ketabang genteng 60272,0.05,0
413,1104,mutiara galery,greges timur 3 24 tambak sarioso asem rowo,2974,starbucks,dharmahusada indah timur 35 37 mulyorejo mulyorejo 60114,0.035714286,0
414,5,makan kuy sub,gubeng kertajaya 11 d 8 airlangga gubeng 60286,1444,jawa langka resto n cafe,jawa 36 12 gubeng gubeng 60281,0.045454545,0
415,246,bubur madura galnis,rembang 101 rt rw dupak krembangan,2048,air mata kucing pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya gundih bubutan 60172,0.033333333,0
416,1063,rizky kitchen,bratang gede 4 9 rt rw ngagel rejo wonokromo,3296,mixue ice cream tea petemon,petemon bar 127 rt 001 rw 02 kupang krajan sawahan 60253,0.055555556,0
417,1039,puspasari,wonorejo permai utara 2 150 wonorejo rungkut,1592,369 shanghai dumpling noodle,ruko surya inti permata 2 b1 mayjen hr muhammad pradahkalikendal dukuhpakis city 60226,0.027777778,0
418,658,kebab aden,karangrejo 15 12 rt rw wonokromo wonokromo,2837,kimchi go,level 5 tunjungan plaza 4 basuki rahmat 8 12 kedungdoro tegalsari city 60261,0.027777778,0
419,265,cak fen,kutisari indah barat 3 64 kutisari tenggilis mejoyo 60291,1684,boncafe kupang indah,raya kupang indah 1 dukuh kupang dukuhpakis 60189,0.035714286,0
420,328,dapoer ashedap,taman rivera regency k 5 medokan ayu rungkut,3211,brownies panggang auzamifood,medayu utara xxx d 2 rt09 14 medokan ayu rungkut 60295,0.09375,0
421,885,jamu mak e,sidodadi kulon gang 1 52 sidodadi simokerto,3066,kopi kenangan bp kertajaya indah,bp kertajaya indah timur 1 raya kertajaya indah manyar sabrangan mulyorejo 60117,0.033333333,0
422,1356,bakso boedjangan a yani surabaya,ahmad yani 234 gayungan gayungan 60235,3111,a w pakuwon trade center,pakuwon trade center mayjend jonosewojo 2 babatan wiyung city 60227,0.055555556,0
423,773,ladang lima,rungkut industri 3 30 a kutisari tenggilis mejoyo 60291,3015,chatime mer,dr ir h soekarno 412 kedung baruk rungkut 60298,0.029411765,0
424,834,dinni food drink,baratajaya 9 10 baratajaya gubeng,3231,kuweh surabaya,raya menur 38 airlangga gubeng 60286,0.055555556,0
425,1311,warung perjuangan,kanginan dka selatan 27 ketabang genteng 60272,2531,warung kopi nikmat,utara 2 rembang jepara bubutan 60171,0.125,0
426,325,aisya catering wedding,kebonsari 3 28 kebonsari jambangan 60233,1911,cv ratna boga catering service,besuki 4 perak tim pabean cantikan 60164,0.071428571,0
427,764,kuelin,kapasari 1 18 g kapasari genteng,2052,aluama coffee bar,undaan wetan 30a ketabang genteng 60272,0.05,0
428,296,pt blauran cahaya mulia grand empire place,blauran n0 57 75 genteng genteng 60275,2054,garasi 21 coffee,ps tunjungan embong malang genteng genteng 60275,0.1,0
429,1342,ayam nelongso mulyosari,raya mulyosari kalisari mulyorejo 60113,2909,depot bu rudy kupang indah,raya kupang indah 5 dukuh kupang dukuhpakis 60189,0.045454545,0
430,233,brown nice,ngagel jaya 21 b rt 05 rw 01 pucang sewu gubeng 60283,2587,warung kopi barokah,bratang binangun 1 24 rt 002 rw 08 baratajaya gubeng 60284,0.075,0
431,1217,syauqi dessert,balongsari praja 1 23 rt rw balongsari tandes,2921,gokana ramen teppan food junction,pmx6 qc2 food junction grand banjar boulevard banjar sugihan tandes 60184,0.03125,0
432,1261,outlet maxx coffee siloam surabaya,lobby rs siloam raya gubeng 70 gubeng gubeng 60281,3253,pt caltera biobiru nusantara,raya satelit utara bt 29 tanjungsari sukomanunggal city 60187,0.033333333,0
433,675,ummu barokah,pondok benowo indah 20 1 babat jerawat pakal,3222,bandeng juwana,ngagel jaya utara 103 1 baratajaya gubeng 60284,0.033333333,0
434,805,maju raja,simo kwagean kuburan 1 1a rt 004 rw 002 banyu urip sawahan 60254,3096,burger king basuki rahmat,pert darmo park 1 bl 4 b 3 60256 embong kaliasin genteng 60271,0.02,0
435,1294,ummu matin,dinoyo alun alun 2 31 keputran tegalsari,2850,nasi empal pengampon,pengampon 2 3 bongkaran pabean cantikan 60161,0.041666667,0
436,743,cendrawasih,kupang baru 3 8 60189,3212,dapur astin brownies cookies,ngaglik baru 3 23 kapasari genteng 60273,0.1,0
437,915,kedai sm,simo rukun timur 9 21 rt rw simomulyo sukomanunggal,2684,warung buk nur,tanjungsari jaya gang 6 sukomanunggal 1 tanjungsari sukomanunggal 60187,0.033333333,0
438,186,bandeng juwana,ngagel jaya utara 103 1 baratajaya gubeng 60284,1740,seigo japanese restaurant,manyar kertoarjo 91 mojo gubeng 60285,0.038461538,0
439,247,bucik gendut,kawatan 6 3 alun alun contong bubutan,1900,sopongiro catering,kedung anyar sawahan kedung anyar gg bei 3 sawahan selatan 60251,0.038461538,0
440,306,cincinati kitchen,ketandan lama 2 27 rt 01 rw 04 genteng genteng,2365,kafe 27 plaza surabaya,belakang ace hardware plaza pemuda 33 embong kaliasin genteng 60136,0.027777778,0
441,1032,mm coffee,gunung anyar sejahtera e 37 gunung anyartambak gunung anyar,2021,coffee workee,world trade centre lantai 6 1 pemuda 27 embongkaliasin genteng 60261,0.166666667,0
442,223,bolen pisang z three kitchen,bolodewo 28 rt rw simolawang simokerto,2763,warung nasi bu yahmi,tambak rejo 23 a tambakrejo simokerto 60142,0.041666667,0
443,721,ar herbal,dupak bandarejo 2 27 dupak krembangan,3318,mixue ptc surabaya,puncak indah raya lontar 2 babatan wiyung 60216,0.041666667,0
444,584,miss kribro,simohilir barat 5 17 simomulyo baru sukomanunggal,3268,180â c cake dessert,raya semampir barat 17b medokan semampir sukolilo 60119,0.038461538,0
445,1167,sinom mbok nying,rungkut barata 27 rungkut menanggal gunung anyar,2591,warung sederhana,ngagel dadi 1 27 ngagelrejo wonokromo 60245,0.041666667,0
446,152,au bakery,klumprik gg makam balas klumprik wiyung,2300,baccani cafe,raya wiyung 20 kedurus karangpilang 60223,0.05,0
447,379,ketring,rungkut menanggal harapan o 24 rungkut menanggal gunung anyar 60293,2452,warung nasi,ppg6 g58 raya simo gunung putat jaya sawahan 60281,0.03125,0
448,577,kwacis citarasa valins,wiguna selatan 14 95 rt 05 rw 05 gunung anyartambak gunung anyar,2533,warung makan bu mahmuda,layar 04 rt 005 rw 03 krembangan utara pabean cantikan 60163,0.052631579,0
449,549,hos surabaya,manyar sabrangan gg 1 a 60116,2305,warung mbah cokro surabaya,raya prapen 6 panjang jiwo tenggilis mejoyo 60299,0.1,0
450,1014,mesem healthy drink,medokan semampir aws 1 18 60119 medokan semampir sukolilo,2418,warung desa,ubi 6 1 jagir wonokromo 60244,0.041666667,0
451,915,kedai sm,simo rukun timur 9 21 rt rw simomulyo sukomanunggal,1779,althinz catering service,kedung klinter 7 24 rt 006 rw 03 kedungdoro tegalsari 60261,0.055555556,0
452,1251,starbucks coffee jemursari surabaya,jemursari tim 2 jemur wonosari wonocolo 60237,3110,a w restoran surabaya town square,ss town square plaza adityawarman sawunggaling wonokromo 60242,0.055555556,0
453,1349,solaria plaza surabaya,plaza solaria delta pemuda embong kaliasin genteng 60271,1500,restoran bebek tepi sawah surabaya,darmokali 50 darmo wonokromo 60241,0.071428571,0
454,939,niha snacks,dinoyo baru utara 10 rt 001 rw 003 keputran tegalsari 60265 keputran tegalsari,2855,sego sambel mak yeye,jagir wonokromo wetan 10 jagir wonokromo 60244,0.033333333,0
455,589,naisas snack,rungkut menanggal harapan 1 13 rungkut menanggal gunung anyar,2369,almond corner surabaya timur,gubeng kertajaya 1 raya 68 gubeng gubeng 60281,0.041666667,0
456,1134,pawon gendis,banyu urip kidul 10 d 2 rt rw banyu urip sawahan,2295,cafe beringin,pmpj p79 darmo indah sari 2 karangpoh tandes 60186,0.029411765,0
457,713,aisumaki,jetis wetan 67 margorejo wonocolo,2855,sego sambel mak yeye,jagir wonokromo wetan 10 jagir wonokromo 60244,0.055555556,0
458,1411,mixue ice cream tea lontar,raya lontar 309 lontar sambikerep 60216,1538,m2 resto seafood restaurant,raya wiyung 56 wiyung wiyung 60228,0.0625,0
459,144,campina,rungkut industri 2 15 17 tengilis mejoyo tenggilis mejoyo 60292,1592,369 shanghai dumpling noodle,ruko surya inti permata 2 b1 mayjen hr muhammad pradahkalikendal dukuhpakis city 60226,0.023809524,0
460,1289,ud suksesmakmur bersama,pagesangan 2 gg tenis 15 rt rw pagesangan jambangan,2645,warung jamoer,tanjung layar 2 perak bar krembangan 60177,0.035714286,0
461,1059,richwell,raya darmo permai 3 ruko pasar modern 20 sono kwijenan sukomanunggal 60189,2225,triple s neighborhood,raya jemursari 325 sidosermo wonocolo 60239,0.029411765,0
462,1332,yuk yen,manyar tegal 46 rt rw manyar sabrangan mulyorejo,3206,bakpao chik yen kedung cowek,kedung cowek 64 gading tambaksari 60134,0.083333333,0
463,68,bang troy good eats ting tong,raya made utara rt 004 rw 004 made sambikerep 62195,2461,warung cak eko,raya wonorejo 3 30 tegalsari wonorejo pusat 60263,0.035714286,0
464,946,nita cake cookies,lakarsantri iiia 5 lakarsantri lakarsantri 60211,3081,cfc pasar turi baru,pasar turi 5 bubutan bubutan 60174,0.0625,0
465,1023,pohong keju mas pangestu,kapas madya barat 7 4 rt rw kapasmadya baru tambaksari,2238,bitten coffee tambaksari,tambaksari selatan 13 7 rt 002 rw 11 tambaksari tambaksari 60136,0.133333333,0
466,480,alayafoody,jemursari 5g rt 002 003 jemur wonosari wonocolo jemur wonosari wonocolo,1454,steak hut,manyar kertoarjo 80 rt 003 rw 06 manyar sabrangan mulyorejo 60116,0.0625,0
467,408,christine spiku christine spiku anugerah victory,potro agung 2 1i rangkah tambaksari 60135,3111,a w pakuwon trade center,pakuwon trade center mayjend jonosewojo 2 babatan wiyung city 60227,0.03125,0
468,689,klasik indonesia,manyar tirtoasri 4 9 klampis ngasem sukolilo,3041,warung kopi kenangan,j nginden 6 c 50 nginden jangkungan sukolilo 60118,0.035714286,0
469,581,mbok tini,bua setro 1 25 rt rw bulak bulak,3075,kopi kenangan bp pemuda,bp pemuda pemuda 72 rw 3 embong kaliasin genteng 60271,0.033333333,0
470,1256,tata,wisma lidah kulon d 24 60213,1938,lia amai kitchen,manukan asri 5 1 manukan kulon tandes 60185,0.041666667,0
471,760,kue kering mutiara,menanggal komplek peni 51 rt 002 rw 001 menanggal gayungan 60234,3105,a w restoran semolowaru,nginden semolo 98 rt 004 rw 02 nginden jangkungan sukolilo 60118,0.055555556,0
472,1021,milk cucu,wardoyo 7 sukolilo baru bulak,2396,warung pojok,mpvm 47r jetis baru 1 wonokromo wonokromo 60243,0.045454545,0
473,1235,wahyu telang,pagesangan 1 a 5 a rt rw pagesangan jambangan,2313,dkupi cafe surabaya,raya darmo permai 1 26 pradahkalikendal dukuhpakis 60226,0.035714286,0
474,506,cuka cuki,ngagel madya 32 rt rw baratajaya gubeng,2195,prakata coffee,nias 56 gubeng gubeng 60281,0.05,0
475,441,en nos,juwingan 1 20 kertajaya gubeng 60282,2641,depot mak ay,kupang jaya 1 sonokwijenan sukomanunggal city 60189,0.041666667,0
476,232,bread day,tenggumung baru selatan 1 pegirian semampir 60152,1957,atha nabailah,10 simo pomahan baru bar 35 simomulyo sukomanunggal 60281,0.033333333,0
477,691,kleya kleyo,medayu utara viiia 65 medokan ayu rungkut,2866,bam s culinary eatery,rungkut menanggal harapan q 1 rungkut menanggal gn anyar 60293,0.035714286,0
478,932,nathso,darmo permai selatan 7 42 60226,1530,curry house,papaya fresh gallery raya darmo permai selatan 3 pradahkalikendal dukuhpakis 60187,0.107142857,0
479,479,gedhang don cuan,karang gayam wetan 1 b 4 rt rw mojo gubeng,3065,kopi kenangan bg junction,lobby level c42 c55 bubutan 1 7 bubutan bubutan 60174,0.029411765,0
