left_id;Merek Dagang;Alamat Pu;No Daftar;Tgl Daftar;No Sert;Tgl Sert;Tgl Valid;right_id;Name;Address;Website;Plus_Code;Rating;Reviews;URL;jaccard;label
102;ayam guling lambeh;griya babatan mukti m 23 babatan wiyung 60227;SH2022-1-006065;21 April, 2022, 00:00;ID35110000744450422;22 November, 2022, 00:00;22 November, 2026, 00:00;3265;ayam guling lambeh;griya babatan 2 m 23 rt 003 rw 07 babatan wiyung 60227;;MMQG+26 Babatan, Surabaya City, East Java;5;1;https://www.google.com/maps/place/Ayam+Guling+Lambeh/@-7.3124028,112.6755848,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fd933cdc18a9:0x7c715c77e8dd81bb!8m2!3d-7.3124028!4d112.6755848!16s%2Fg%2F11t5drnhft?hl=en;0.75;1
1247;chatime darmo surabaya;darmo 99 darmo wonokromo nbsp darmo wonokromo 60241;;;;;10 March, 2022, 00:00;3028;chatime darmo;darmo 99 darmo wonokromo nbsp darmo wonokromo city 60241;;;;;;0.75;1
1381;mixue ice cream tea plaza surabaya;lt 4 plaza pemuda embong kaliasin genteng 60271;;;ID00410001326911122;;;3325;mixue plaza surabaya;lt 4 plaza pemuda embong kaliasin genteng 60271;;PPPX+48 Embong Kaliasin, Surabaya City, East Java;3.1;7;https://www.google.com/maps/place/Mixue+Plaza+Surabaya/@-7.255956,112.6491142,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f916586d2e8f:0x3838235c6f174a57!8m2!3d-7.264687!4d112.7483317!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11sf62w1r6?hl=en;0.75;1
1251;starbucks coffee jemursari surabaya;jemursari tim 2 jemur wonosari wonocolo 60237;;;;;2 March, 2023, 00:00;2972;starbucks jemursari;jemursari tim 2 jemur wonosari wonocolo 60237;http://www.starbucks.co.id/;MPHW+HF Jemur Wonosari, Surabaya City, East Java;4.7;890;https://www.google.com/maps/place/Starbucks+Jemursari/@-7.2617157,112.6131754,12z/data=!4m10!1m2!2m1!1sstarbucks+surabaya!3m6!1s0x2dd7fb9e59f4ddb1:0xd6fd6f61732588fe!8m2!3d-7.3211005!4d112.7462006!15sChJzdGFyYnVja3Mgc3VyYWJheWEiA4gBAVoUIhJzdGFyYnVja3Mgc3VyYWJheWGSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11j7vjrs7x?hl=en;0.75;1
1293;ummaria;kebonsari 2 12 kebonsari jambangan 60233;SH2021-1-015801;25 November, 2021, 00:00;ID35110000397951121;8 March, 2022, 00:00;8 March, 2026, 00:00;3260;kebab ummaria;kebonsari 2 12 kebonsari jambangan 60233;https://kebab-ummaria.business.site/;MPF6+HG Kebonsari, Surabaya City, East Java;5;1;https://www.google.com/maps/place/KEBAB+UMMARIA/@-7.332395,112.7051229,16z/data=!4m10!1m2!2m1!1sUmmaria!3m6!1s0x2dd7fd5d1546abed:0x21d93ba13af1a212!8m2!3d-7.326018!4d112.711318!15sCgdVbW1hcmlhWgkiB3VtbWFyaWGSAQprZWJhYl9zaG9w4AEA!16s%2Fg%2F11fjvdxpvs?hl=en;0.75;1
1297;urban wagyu;opak 50 darmo wonokromo 60241;SH2022-1-034546;13 July, 2022, 00:00;ID35110001321010722;26 January, 2023, 00:00;26 January, 2027, 00:00;3261;urban wagyu steakhouse opak;opak 50 darmo wonokromo 60241;http://urbanwagyu.com/;PP7M+G7 Darmo, Surabaya City, East Java;4.6;2,162;https://www.google.com/maps/place/Urban+Wagyu+Steakhouse+-+Opak/@-7.2861573,112.7332403,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb3c2ad14d17:0x18c6ac1d0ea5ddf5!8m2!3d-7.2861573!4d112.7332403!16s%2Fg%2F11fmbdlm1y?hl=en;0.75;1
1372;wendy s grand city;grand city mall walikota mustajab ketabang genteng 60272;;;;;4/14/2022 0:00;2931;wendy s;grand city mall walikota mustajab ketabang genteng 60272;https://wendys.com/;PQQ2+68 Ketabang, Surabaya City, East Java;4.3;48;https://www.google.com/maps/place/Wendy's/@-7.2743212,112.7471391,14z/data=!4m10!1m2!2m1!1swendys+surabaya!3m6!1s0x2dd7f96356746f59:0x11d704beee7387bc!8m2!3d-7.2619299!4d112.7507795!15sCg93ZW5keXMgc3VyYWJheWEiA4gBAVoRIg93ZW5keXMgc3VyYWJheWGSARRmYXN0X2Zvb2RfcmVzdGF1cmFudOABAA!16s%2Fg%2F11b6sx353z?hl=en;0.75;1
1423;mixue ice cream tea gayungsari 1215;gayungsari bar 10 41 gayungan gayungan 60235;;;ID00410001326911122;;;3279;mixue gayungsari 1215;gayungsari bar 10 41 gayungan gayungan 60235;;MP78+3X Gayungan, Surabaya City, East Java;3.7;35;https://www.google.com/maps/place/Mixue+Gayungsari+1215/@-7.2849713,112.6243386,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fb463d2b35c7:0x57fb2bed86e97854!8m2!3d-7.3373299!4d112.717441!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBBGNhZmXgAQA!16s%2Fg%2F11tnj02q_w?hl=en;0.75;1
946;nita cake cookies;lakarsantri iiia 5 lakarsantri lakarsantri 60211;35-1-0421-1228;22 April, 2021, 00:00;ID35110000088630421;3 June, 2021, 00:00;3 June, 2025, 00:00;3226;nita cake cookies;lakarsantri 3 a 5 lakarsantri lakarsantri 60211;;MJXJ+FM Lakarsantri, Surabaya City, East Java;5;6;https://www.google.com/maps/place/Nita+cake+%26+cookies/@-7.3012335,112.6229615,15z/data=!4m6!3m5!1s0x2dd7fd4090da1fb5:0x4680883fdd27ccab!8m2!3d-7.3012549!4d112.6316948!16s%2Fg%2F11lj37vwgk?hl=en;0.75;1
1391;mixue ice cream tea kupang jaya;kupang jaya 1 33 sonokwijenan sukomanunggal 60189;;;ID00410001326911122;;;3315;mixue kupang jaya;kupang jaya 1 33 sonokwijenan sukomanunggal 60189;;PPF4+Q9 Sonokwijenan, Surabaya City, East Java;4.2;84;https://www.google.com/maps/place/Mixue+-+Kupang+Jaya/@-7.3094875,112.6644109,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fd71a246d73d:0xa5400fbfa232e235!8m2!3d-7.2755667!4d112.7058928!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11s53br0_q?hl=en;0.75;1
629;joana cookie;darmo indah selatan 8 ff 26 rt 004 rw 005 karangpoh tandes 60186;SH2022-1-129675;2 December, 2022, 00:00;ID35110001299681222;12 January, 2023, 00:00;;3200;joana cookie;darmo indah selatan 8 ff karangpoh tandes 60188;https://joana-cookie.business.site/;PMMH+WW Karangpoh, Surabaya City, East Java;;;https://www.google.com/maps/place/Joana+Cookie/@-7.2652265,112.6753581,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7ff9ca14ca01f:0x3f3faa77cbb9e9ee!8m2!3d-7.2652318!4d112.6798428!16s%2Fg%2F11f5mvjc07?hl=en;0.75;1
1401;mixue ice cream tea manyar kertoarjo;manyar kertoarjo 5 57 mojo gubeng 60285;;;ID00410001326911122;;;3304;mixue manyar kertoarjo;manyar kertoarjo 5 57 mojo gubeng 60285;;PQC8+F8 Mojo, Surabaya City, East Java;4.7;26;https://www.google.com/maps/place/Mixue+Manyar+Kertoarjo/@-7.2788329,112.6957981,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fb78696a0663:0x86f0036ef10cf87e!8m2!3d-7.2788329!4d112.7658359!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBEGJ1YmJsZV90ZWFfc3RvcmXgAQA!16s%2Fg%2F11jsyvwxl2?hl=en;0.75;1
1013;pempek ny kamto;royal plaza ahmad yani 16 18 wonokromo 60231;SH2022-1-044678;7 September, 2022, 00:00;ID35110000501040922;18 October, 2022, 00:00;18 October, 2026, 00:00;3249;pempek ny kamto royal plaza;royal plaza ahmad yani 16 18 wonokromo city 60231;;MPRM+9W Wonokromo, Surabaya City, East Java;4.3;17;https://www.google.com/maps/place/Pempek+Ny.+Kamto+Royal+Plaza/@-7.2630336,112.6410633,12z/data=!4m10!1m2!2m1!1sPempek+Ny.+Kamto!3m6!1s0x2dd7fbc640765523:0xdda6ad24c453e07c!8m2!3d-7.3090037!4d112.7348363!15sChBQZW1wZWsgTnkuIEthbXRvWhEiD3BlbXBlayBueSBrYW10b5IBEXBlbXBla19yZXN0YXVyYW504AEA!16s%2Fg%2F11qm23dh4p?hl=en;0.744444444;1
187;bang zoel;sarpawisesa 44 ujung semampir;SH2022-1-032096;30 June, 2022, 00:00;ID35110000767310622;13 December, 2022, 00:00;13 December, 2026, 00:00;3209;bang zoel kedai;sarpawisesa 44 ujung semampir 60155;;QQQ4+CX Ujung, Surabaya City, East Java;5;1;https://www.google.com/maps/place/Bang+Zoel+Kedai/@-7.2114477,112.7552543,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f96e4ef45f53:0x1630772a0b73dee1!8m2!3d-7.211453!4d112.757443!16s%2Fg%2F11lgm1b816?hl=en;0.733333333;1
1342;ayam nelongso mulyosari;raya mulyosari kalisari mulyorejo 60113;;;;;6 January, 2023, 00:00;3191;ayam goreng nelongso mulyosari;pqmw 5h7 raya mulyosari kalisari mulyorejo 60113;;;4.3;2,761;https://www.google.com/maps/place/Ayam+Goreng+Nelongso+Mulyosari/@-7.3030292,112.7066486,13z/data=!4m10!1m2!2m1!1sayam+nelongso+surabaya!3m6!1s0x2dd7fa1d06048f47:0x9864d6fae8ec9365!8m2!3d-7.2670825!4d112.7964347!15sChZheWFtIG5lbG9uZ3NvIHN1cmFiYXlhIgOIAQFaGCIWYXlhbSBuZWxvbmdzbyBzdXJhYmF5YZIBFmZyaWVkX2NoaWNrZW5fdGFrZWF3YXmaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkRiRzgyVlRoUlJSQULgAQA!16s%2Fg%2F11f1hh08hr?hl=en;0.732142857;1
1419;mixue ice cream tea citraland bukit palma;ruko palma galeria ra2 11 sememi benowo 60198;;;ID00410001326911122;;;3273;mixue citraland bukit palma;ruko palma galeria ra2 11 sememi benowo city 60198;;PJQP+6G Sememi, Surabaya City, East Java;4.3;70;https://www.google.com/maps/place/MIXUE+Citraland+Bukit+Palma/@-7.2849713,112.6243386,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7ffd5c934b8e3:0xfff0f22729e90869!8m2!3d-7.2619043!4d112.6363367!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11tndw9bmk?hl=en;0.73015873;1
1418;mixue ice cream tea darmo permai;raya darmo permai 1 57a pradahkalikendal dukuhpakis 60226;;;ID00410001326911122;;;3272;mixue damai darmo permai;raya darmo permai 1 57a pradahkalikendal dukuhpakis 60226;http://han-indonesia.com/mixue/register.html;PM9W+CF Pradahkalikendal, Surabaya City, East Java;4.9;58;https://www.google.com/maps/place/Mixue+Damai+(Darmo+Permai)/@-7.2619043,112.5662989,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fd85bf86e18d:0x2477cc2ff0584634!8m2!3d-7.281418!4d112.6961483!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11k9j3fs2d?hl=en;0.714285714;1
1253;outlet es teler 77 royal plaza surabaya;royal plaza ahmad yani 16 18 wonokromo wonokromo 60243;;;;;14 April, 2022, 00:00;2933;es teler 77;royal plaza ahmad yani 16 18 wonokromo wonokromo 60243;http://www.esteler77.com/;MPRM+7P Wonokromo, Surabaya City, East Java;4.2;143;https://www.google.com/maps/place/Es+Teler+77/@-7.2614307,112.7035273,14z/data=!4m10!1m2!2m1!1ses+teler+77+surabaya!3m6!1s0x2dd7fb7595258b2b:0x6f95ac50f3d4cd4d!8m2!3d-7.3093007!4d112.734288!15sChRlcyB0ZWxlciA3NyBzdXJhYmF5YSIDiAEBWhYiFGVzIHRlbGVyIDc3IHN1cmFiYXlhkgEVaW5kb25lc2lhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F1hf35mlcg?hl=en;0.714285714;1
147;asmara spikoe;kalilom lor timur 1b 5 60129;SH2022-1-007242;13 May, 2022, 00:00;ID35110000267390522;8 July, 2022, 00:00;8 July, 2026, 00:00;3213;asmara spikoe;kalilom lor timur gg ib 5 tanah kali kedinding kenjeran 60129;;QQGM+6C Tanah Kali Kedinding, Surabaya City, East Java;5;4;https://www.google.com/maps/place/Asmara+spikoe/@-7.2244321,112.7791196,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f92b47951797:0x4f9f270cef002686!8m2!3d-7.2244374!4d112.7836043!16s%2Fg%2F11pyk7l_ld?hl=en;0.708333333;1
1380;mixue ice cream tea dharmawangsa;dharmawangsa 82a airlangga gubeng 60286;;;ID00410001326911122;;;3326;mixue dharmawangsa;dharmawangsa 82a airlangga gubeng 60286;;PQG4+QF Airlangga, Surabaya City, East Java;4.5;136;https://www.google.com/maps/place/Mixue+Dharmawangsa/@-7.255956,112.6491142,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fb5ea7ffbea1:0x9f9c383f4b8903c9!8m2!3d-7.2730622!4d112.7561359!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11t62yzn28?hl=en;0.7;1
1415;mixue ice cream tea kapasan;kapasan 210b sidodadi simokerto 60141;;;ID00410001326911122;;;3286;mixue kapasan;kapasan 210b sidodadi simokerto 60141;;;4.3;64;https://www.google.com/maps/place/MIXUE+-+Kapasan/@-7.3319521,112.7181644,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f9572397526f:0x70d171e73110fd87!8m2!3d-7.2385027!4d112.7455043!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11s7rb33l2?hl=en;0.7;1
1407;mixue ice cream tea margorejo;margorejo indah 8 jemur wonosari wonocolo 60238;;;ID00410001326911122;;;3298;mixue margorejo;margorejo indah 8 jemur wonosari wonocolo 60238;;MPMP+79 Jemur Wonosari, Surabaya City, East Java;5;10;https://www.google.com/maps/place/Mixue+Margorejo/@-7.2788329,112.6957981,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fbf2da42872f:0x149205677d550772!8m2!3d-7.3168508!4d112.7359958!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11k9myk7n3?hl=en;0.7;1
1424;mixue ice cream tea bronggalan;bronggalan 10a pacar kembang tambaksari 60133;;;ID00410001326911122;;;3282;mixue bronggalan;bronggalan 10a pacar kembang tambaksari 60133;;PQR7+VV Pacar Kembang, Surabaya City, East Java;5;10;https://www.google.com/maps/place/Mixue+Bronggalan/@-7.2601375,112.70476,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f9482b498ab7:0x141a82a2dcf3ebad!8m2!3d-7.2578327!4d112.7646586!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11k9n_63zg?hl=en;0.7;1
1410;mixue ice cream tea jemursari;raya jemursari 329 prapen tenggilis mejoyo 60299;;;ID00410001326911122;;;3293;mixue jemursari;raya jemursari 329 prapen tenggilis mejoyo 60299;;MQQ5+W6 Prapen, Surabaya City, East Java;4.4;42;https://www.google.com/maps/place/Mixue+Jemursari/@-7.2788329,112.6957981,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fb3b390bcb45:0xb0d8f8132e821f1c!8m2!3d-7.3101897!4d112.7580109!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11thcrfz8d?hl=en;0.7;1
1417;mixue ice cream tea kalijudan;kalijudan 42 rw 02 kalijudan mulyorejo 60114;;;;;;3284;mixue kalijudan;kalijudan 42 rw 02 kalijudan mulyorejo 60114;;PQQF+WW Kalijudan, Surabaya City, East Java;3.7;3;https://www.google.com/maps/place/Mixue+Kalijudan/@-7.2601375,112.70476,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f97b6bdb4dc5:0xce5c1df9ee027bab!8m2!3d-7.2601375!4d112.7747978!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11jz1fdmq9?hl=en;0.7;1
1373;wendy s galaxy mall surabaya;galaxy mall 2 dharmahusada indah timur 35 37 mulyorejo mulyorejo 60115;;;;;4/14/2022 0:00;2929;wendy s;galaxy mall 2 dharmahusada indah timur 35 37 mulyorejo mulyorejo 60115;http://www.wendys.co.id/;PQGJ+3Q Mulyorejo, Surabaya City, East Java;4.3;198;https://www.google.com/maps/place/Wendy's/@-7.2619299,112.7157606,14z/data=!4m10!1m2!2m1!1swendys+surabaya!3m6!1s0x2dd7fba9a64dead9:0x488e0f02f4b911d6!8m2!3d-7.2748136!4d112.7819927!15sCg93ZW5keXMgc3VyYWJheWEiA4gBAVoRIg93ZW5keXMgc3VyYWJheWGSARRmYXN0X2Zvb2RfcmVzdGF1cmFudOABAA!16s%2Fg%2F1hc37v94j?hl=en;0.7;1
980;orlando pizza surabaya;bulak rukem timur 2f 31 bulak bulak 60124;35-1-0521-1142;21 May, 2021, 00:00;ID35110000204280521;1 October, 2021, 00:00;1 October, 2025, 00:00;3227;orlando pizza surabaya;bulak rukem timur 1 1 2 depan makam bulak 60124;https://orlandopizzasurabaya.business.site/?utm_source=gmb&utm_medium=referral;QQ8G+5J Bulak, Surabaya City, East Java;4.9;85;https://www.google.com/maps/place/Orlando+Pizza+Surabaya/@-7.234618,112.776564,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f91eba4d85a5:0x201af16da8a2273c!8m2!3d-7.234618!4d112.776564!16s%2Fg%2F11hd9r7s3v?hl=en;0.7;1
1413;mixue ice cream tea kranggan;kranggan 27 rt 006 rw 09 sawahan sawahan 60251;;;ID00410001326911122;;;3290;mixue kranggan;kranggan 27 rt 006 rw 09 sawahan sawahan 60251;;PPVM+H9 Sawahan, Surabaya City, East Java;4.9;77;https://www.google.com/maps/place/Mixue+Kranggan/@-7.256069,112.6634622,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f9af583ec8b1:0xad499b739cedffb2!8m2!3d-7.256069!4d112.7335!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11sc419b1z?hl=en;0.7;1
1422;mixue ice cream tea siwalankerto;siwalankerto 8 aa4 60234;;;ID00410001326911122;;;3278;mixue siwalankerto;siwalankerto 8 aa4 60234;;MP5P+V3 Dukuh Menanggal, Surabaya City, East Java;4.7;26;https://www.google.com/maps/place/Mixue+Siwalankerto/@-7.2849713,112.6243386,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fbcd2d2d8519:0xd3b7d40a8eac4abc!8m2!3d-7.3403393!4d112.7351902!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11k4vpbyc4?hl=en;0.7;1
1392;mixue ice cream tea klampis;klampis jaya 25c klampis ngasem sukolilo 60116;;;ID00410001326911122;;;3314;mixue klampis;klampis jaya 25c klampis ngasem sukolilo 60116;;PQ7G+M8 Klampis Ngasem, Surabaya City, East Java;4.6;113;https://www.google.com/maps/place/Mixue+Klampis/@-7.3094875,112.6644109,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fb8b87ad861d:0x2a44742760a49586!8m2!3d-7.2857804!4d112.7758578!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11s38csh6n?hl=en;0.7;1
1395;mixue ice cream tea ambengan;ambengan 22 ketabang genteng 60272;;;ID00410001326911122;;;3310;mixue ambengan;ambengan 22 ketabang genteng 60272;https://en.mxbc.com/;PPVX+G3 Ketabang, Surabaya City, East Java;4.7;53;https://www.google.com/maps/place/MIXUE+Ambengan/@-7.3094875,112.6644109,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f9eb4fa6548b:0xc6a67c37b03ad0b3!8m2!3d-7.2561268!4d112.7476704!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11jt573js0?hl=en;0.7;1
1261;outlet maxx coffee siloam surabaya;lobby rs siloam raya gubeng 70 gubeng gubeng 60281;;;;;11 August, 2022, 00:00;2174;maxx coffee;lobby rs siloam raya gubeng 70 gubeng gubeng 60281;http://maxx-coffee.com/;PPGW+9H Gubeng, Surabaya City, East Java;4.4;24;https://www.google.com/maps/place/MAXX+Coffee/@-7.2848,112.7012961,14z/data=!4m11!1m3!2m2!1scafe+di+surabaya+utara!6e5!3m6!1s0x2dd7fb8ff931994f:0xd7773fac9d5f04b5!8m2!3d-7.274066!4d112.746449!15sChZjYWZlIGRpIHN1cmFiYXlhIHV0YXJhWhgiFmNhZmUgZGkgc3VyYWJheWEgdXRhcmGSAQRjYWZl4AEA!16s%2Fg%2F11c2kkdnb0?hl=en;0.7;1
1378;mixue ice cream tea merr;dr ir h soekarno 416 a kedung baruk rungkut 60298;;;ID00410001326911122;;;3328;mixue merr;dr ir h soekarno 416 a kedung baruk rungkut 60298;;MQHJ+68 Kedung Baruk, Surabaya City, East Java;4.6;591;https://www.google.com/maps/place/Mixue+Merr/@-7.283272,112.6175213,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fb4beb569c09:0x8568a0118e4389f7!8m2!3d-7.3218869!4d112.7807801!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11pklsb94y?hl=en;0.7;1
633;js pizza;genteng sidomulyo 11 rt 3 rw 6 genteng genteng;SH2022-1-014798;14 June, 2022, 00:00;ID35110000434690622;28 September, 2022, 00:00;28 September, 2026, 00:00;3199;js pizza;genteng sidomulyo 11 genteng genteng 60275;https://jspizza.business.site/;PPVR+77 Genteng, Surabaya City, East Java;4.9;15;https://www.google.com/maps/place/JS+PIZZA/@-7.256814,112.7385335,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f9687454f84f:0xaef6781d40df6c4e!8m2!3d-7.2568193!4d112.7407222!16s%2Fg%2F11f3n3wf40?hl=en;0.6875;1
1240;wong jowo;prima kebraon 5 24 kebraon karangpilang;SH2022-1-013180;10 June, 2022, 00:00;ID35110000515090622;1 November, 2022, 00:00;1 November, 2026, 00:00;3257;wong jowo minuman herbal;prima kebraon 5 24 kebraon karangpilang 60222;;MMGR+QJ Kebraon, Surabaya City, East Java;;;https://www.google.com/maps/place/WONG+JOWO+Minuman+Herbal/@-7.3155873,112.6767656,13z/data=!4m10!1m2!2m1!1sWONG+JOWO+kebraon!3m6!1s0x2dd7fd84fdd2e2d5:0x600e59bb4149760!8m2!3d-7.3230688!4d112.6915948!15sChFXT05HIEpPV08ga2VicmFvbpIBCWhlcmJfc2hvcOABAA!16s%2Fg%2F11sbwwjtkh?hl=en;0.666666667;1
125;ananda lapis dan bolu gulung surabaya;jetis kulon 6 27 wonokromo wonokromo;SH2022-1-033440;4 July, 2022, 00:00;ID35110000775030722;6 December, 2022, 00:00;6 December, 2026, 00:00;3217;bolu gulung surabaya;jetis kulon 6 27 wonokromo wonokromo 60243;https://bolu-gulung-surabaya.business.site/;MPRJ+9M Wonokromo, Surabaya City, East Java;5;6;https://www.google.com/maps/place/Bolu+Gulung+Surabaya/@-7.2626935,112.6330356,14z/data=!4m10!1m2!2m1!1sBolu+Gulung+Surabaya!3m6!1s0x2dd7fb766baf28b1:0x985e276427738bba!8m2!3d-7.3091042!4d112.7316577!15sChRCb2x1IEd1bHVuZyBTdXJhYmF5YVoWIhRib2x1IGd1bHVuZyBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11ggqzc2_j?hl=en;0.666666667;1
318;cookies kingdom;raya wiguna tengah 40;SH2022-1-020163;23 June, 2022, 00:00;ID35110000274680622;26 July, 2022, 00:00;26 July, 2026, 00:00;3205;cookies kingdom;ry wiguna tengah 40 gn anyar tambak gn anyar 60294;;MR72+J2 Gunung Anyar Tambak, Surabaya City, East Java;4.7;14;https://www.google.com/maps/place/Cookies+Kingdom/@-7.3359377,112.795529,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb4f83b2edd1:0xd4c6d183147aa7!8m2!3d-7.335943!4d112.8000137!16s%2Fg%2F11h6shrdx6?hl=en;0.666666667;1
1353;yoshinoya plaza surabaya;plaza pemuda 33 37 embong kaliasin genteng 60271;;;;;16 June, 2022, 00:00;1428;yoshinoya;plaza pemuda 33 37 embong kaliasin genteng 60271;https://www.facebook.com/yoshinoyaindonesia/;PPPX+2C Embong Kaliasin, Surabaya City, East Java;4.4;12974;https://www.google.com/maps/place/Yoshinoya/@-7.2919018,112.6996859,13z/data=!4m11!1m3!2m2!1srestoran+di+surabaya+tengah!6e5!3m6!1s0x2dd7f96301f7cfa1:0x231543a7f81395b5!8m2!3d-7.2648758!4d112.7486114!15sChtyZXN0b3JhbiBkaSBzdXJhYmF5YSB0ZW5nYWhaHSIbcmVzdG9yYW4gZGkgc3VyYWJheWEgdGVuZ2FokgETamFwYW5lc2VfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOdmNIUmZjVEJCUlJBQuABAA!16s%2Fg%2F11b6q55jz9?hl=en;0.666666667;1
