Nama Pu,Alamat Pu,Kota Pu,Prov Pu,Kode Pos Pu,Nama Jenis Produk,Merek Dagang,Jml Produk,No Daftar,Tgl Daftar,No Sert,Tgl Sert,Tgl Valid,Nama Produk
DWI HARJANINGSIH,"NGAGLIK BARU 2/21 , RT.02 / RW.08 KAPASARI GENTENG",KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MBAK DWI,6,SH2022-1-009765,"30 May, 2022, 00:00",ID35110000349050522,"15 July, 2022, 00:00","15 July, 2026, 00:00",JUS BUAH MELON
DWI HARJANINGSIH,"NGAGLIK BARU 2/21 , RT.02 / RW.08 KAPASARI GENTENG",KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MBAK DWI,6,SH2022-1-009765,"30 May, 2022, 00:00",ID35110000349050522,"15 July, 2022, 00:00","15 July, 2026, 00:00",JUS BUAH ALPUKAT
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25","Es Krim Cup Cokelat ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Krim Cup Kopi ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Krim Cup Stroberi ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Krim Cup Vanili ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Cup Cokelat ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Cup Degan ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Cup Kacang Hijau ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Cup Kopyor ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Cup Nangka ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Cup Tape Hitam ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Lilin Cokelat ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Lilin Cokelat ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Lilin Degan ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Lilin Durian ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25","Es Puter Lilin Kacang Hijau ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Lilin Kopyor ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Lilin Nangka ""La Spezia"""
La Spezia Es Krim dan Es Puter,Jl. Gading Pantai V No. 19 Kel. Dukuh Sutorejo Kec. Mulyorejo,Kota Surabaya ,Jawa Timur,60113,"Es, Es Krim, dan Bahan Pendukungnya",La Spezia,18,35-2-1220-1038,"18 December, 2020, 00:00",ID35210000070741220,"18 May, 2021, 13:25","18 May, 2025, 13:25"," Es Puter Lilin Tape Hitam ""La Spezia"""
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Premix Bread ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Premix Brownies "" Ladang Lima """
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Crusty Pizza Mix ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Premix Kastangel ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Premix Kukis ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Premix Sus ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Pancake Mix ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Tepung Bumbu "" Ladang Lima """
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Tepung Bakwan "" Ladang Lima """
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Gluten Free Tepung Pisang Goreng "" Ladang Lima """
PT. LADANG SEHAT INDONESIA,JL. RUNGKUT INDUSTRI III NO. 30-A KUTISARI TENGGILIS MEJOYO ,KOTA SURABAYA,JAWA TIMUR,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",LADANG LIMA,11,SH2022-1-058917,"24 September, 2022, 00:00",ID35210001317600922,"19 December, 2022, 00:00","19 December, 2026, 00:00","Tepung Mocaf "" Ladang Lima """
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Mi Instan Kuah Rasa Daging Dan Jamur Ala Korea ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Mi Sayur Kale Bebas Gluten ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Mi Sayur Bit Bebas Gluten ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Mi Sayur Tomat Bebas Gluten ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Mi Sayur Bayam Merah Bebas Gluten ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Mi Instan Kuah Rasa Kare Bebas Gluten ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Mi Instan Kuah Rasa Soto Ayam Bebas Gluten ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Mi Instan Kuah Rasa Ayam Bawang Bebas Gluten ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Spagheti Bebas Gluten ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Pasta Fusilli Singkong ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Makaroni Singkong Keju ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Makaroni Singkong Dengan Bumbu Bolognese ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Pasta Penne ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Pasta Rigatoni ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Pasta Aglio Olio ""Ladang Lima"""
PT. LADANG SEHAT INDONESIA,"Jalan Rungkut Industri  III No. 30-A, Kel. Kutisari, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60291,"Serealia dan produk serealia yang merupakan produk turunan dari biji serealia, akar dan umbi, kacang-kacangan dan empulur dengan pengolahan dan penambahan bahan tambahan pangan",Ladang Lima,16,SH2022-1-033771,"5 July, 2022, 00:00",ID35210000741220722,"10 November, 2022, 00:00","10 November, 2026, 00:00","Pasta Shells ""Ladang Lima"""
MUHAMMAD SYARIF,JL. GAYUNGSARI V NO.8 GAYUNGAN GAYUNGAN,KOTA SURABAYA,JAWA TIMUR,-,Produk bakeri,LaGady Donuts,1,SH2022-1-007050,"11 May, 2022, 00:00",ID35110000327970522,"5 July, 2022, 00:00","5 July, 2026, 00:00",Donat Kentang
DWI HARJANINGSIH,"NGAGLIK BARU 2/21 , RT.02 / RW.08 KAPASARI GENTENG",KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MBAK DWI,6,SH2022-1-009765,"30 May, 2022, 00:00",ID35110000349050522,"15 July, 2022, 00:00","15 July, 2026, 00:00",SINOM
DWI HARJANINGSIH,"NGAGLIK BARU 2/21 , RT.02 / RW.08 KAPASARI GENTENG",KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MBAK DWI,6,SH2022-1-009765,"30 May, 2022, 00:00",ID35110000349050522,"15 July, 2022, 00:00","15 July, 2026, 00:00",JUS BUAH JAMBU MERAH
DWI HARJANINGSIH,"NGAGLIK BARU 2/21 , RT.02 / RW.08 KAPASARI GENTENG",KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MBAK DWI,6,SH2022-1-009765,"30 May, 2022, 00:00",ID35110000349050522,"15 July, 2022, 00:00","15 July, 2026, 00:00",JUS BUAH SEMANGKA
MIFTAHUL KHOIROTI ,GUBENG KLINGSINGAN NO 12 GUBENG GUBENG,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MBOK ROTIE,1,SH2022-1-055931,"19 September, 2022, 00:00",ID35110000557750922,"14 November, 2022, 00:00","14 November, 2026, 00:00",DRINK ROTIE
INDRIATI,SIMOMAGEREJO 12/22A SIMOMULYO SUKOMANUNGGAL,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MIMI,1,SH2022-1-067400,"8 October, 2022, 00:00",ID35110000955491022,"20 December, 2022, 00:00","20 December, 2026, 00:00",REMPAH AJAIB
MUHAMMAD NABIL ABDILLAH,"PETUKANGAN, RT/RW -, AMPEL, SEMAMPIR",KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MUMTAZ,2,SH2022-1-086487,"29 October, 2022, 00:00",ID35110000707511022,"2 December, 2022, 00:00","2 December, 2026, 00:00",minuman sinom
MUHAMMAD NABIL ABDILLAH,"PETUKANGAN, RT/RW -, AMPEL, SEMAMPIR",KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DAPUR MUMTAZ,2,SH2022-1-086487,"29 October, 2022, 00:00",ID35110000707511022,"2 December, 2022, 00:00","2 December, 2026, 00:00",minuman sarikedele
SITI NURIKA S SOS,SIMO RUKUN 7/6A  KELURAHAN: SIMOMULYO KECAMATAN: SUKOMANUNGGAL KAB/KOTA: KOTA SURABAYA PROVINSI: JAWA TIMUR SIMOMULYO SUKOMANUNGGAL,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,Dapur Podomoro,4,SH2022-1-068996,"10 October, 2022, 00:00",ID35110000667861022,"1 December, 2022, 00:00","1 December, 2026, 00:00",Keripis
SITI NURIKA S SOS,SIMO RUKUN 7/6A  KELURAHAN: SIMOMULYO KECAMATAN: SUKOMANUNGGAL KAB/KOTA: KOTA SURABAYA PROVINSI: JAWA TIMUR SIMOMULYO SUKOMANUNGGAL,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,Dapur Podomoro,4,SH2022-1-068996,"10 October, 2022, 00:00",ID35110000667861022,"1 December, 2022, 00:00","1 December, 2026, 00:00",Kunyit Asam
SITI NURIKA S SOS,SIMO RUKUN 7/6A  KELURAHAN: SIMOMULYO KECAMATAN: SUKOMANUNGGAL KAB/KOTA: KOTA SURABAYA PROVINSI: JAWA TIMUR SIMOMULYO SUKOMANUNGGAL,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,Dapur Podomoro,4,SH2022-1-068996,"10 October, 2022, 00:00",ID35110000667861022,"1 December, 2022, 00:00","1 December, 2026, 00:00",Jaremanis
SITI NURIKA S SOS,SIMO RUKUN 7/6A  KELURAHAN: SIMOMULYO KECAMATAN: SUKOMANUNGGAL KAB/KOTA: KOTA SURABAYA PROVINSI: JAWA TIMUR SIMOMULYO SUKOMANUNGGAL,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,Dapur Podomoro,4,SH2022-1-068996,"10 October, 2022, 00:00",ID35110000667861022,"1 December, 2022, 00:00","1 December, 2026, 00:00",Jus Jambu
WAHYU TEGUH ARIYANTO,KEDUNGSARI 21 WONOREJO TEGALSARI,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,Dapur Sulung,2,SH2022-1-047322,"11 September, 2022, 00:00",ID35110001125090922,"29 December, 2022, 00:00","29 December, 2026, 00:00",Minuman Kacang Hijau
WAHYU TEGUH ARIYANTO,KEDUNGSARI 21 WONOREJO TEGALSARI,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,Dapur Sulung,2,SH2022-1-047322,"11 September, 2022, 00:00",ID35110001125090922,"29 December, 2022, 00:00","29 December, 2026, 00:00",Minuman Kacang Merah
HARINI APRIYATI,JL. GENTENG CANDI REJO NO 26  GENTENG GENTENG,KOTA SURABAYA,JAWA TIMUR,-,Minuman dengan pengolahan,DD,2,SH2022-1-028277,"30 June, 2022, 00:00",ID35110000349100622,"23 August, 2022, 00:00","23 August, 2026, 00:00",MINUMAN SINOM
